task, time
target, 1.77633186569243
addition, 2.85698434609514
target, 2.08216458727729
addition, 3.40107152940168
target, 1.69301424858356
addition, 2.99909224753166
target, 1.77616018616092
addition, 2.28596495916889
target, 1.71200606739297
addition, 2.71596162212985
target, 2.02261760263446
addition, 3.03288910707967
target, 1.80205344191814
addition, 2.208766794629
target, 1.60565906871661
addition, 2.82049645805058
target, 1.94303940735227
addition, 2.92048600703742
target, 1.80337744021478
addition, 3.20850525759752
target, 1.59627404187659
addition, 2.78337112866216
target, 1.80662446601642
addition, 2.85763099940582
target, 1.74844261057471
addition, 2.336150626759
target, 2.00128458669513
addition, 2.94014016816426
target, 1.80817496160533
addition, 2.80505731634755
target, 1.58678557405524
addition, 2.62374737307763
target, 1.77932562509142
addition, 2.77984580922955
target, 2.21597266061887
addition, 2.78934396323353
target, 1.67080373648827
addition, 2.90438815323854
target, 1.94280593638709
addition, 3.08272077030763
target, 1.85402774439342
addition, 2.84681045027911
target, 1.53457498881322
addition, 1.99939887745365
target, 1.94352377261807
addition, 2.97995040829072
target, 1.74731891331332
addition, 2.72066828704398
target, 1.70049674105808
addition, 2.72258862535872
target, 1.86300861956934
addition, 3.20087926495628
target, 1.76300062795184
addition, 2.3501859874634
target, 1.78441804265515
addition, 2.96927052402868
target, 1.61923726180847
addition, 2.59570892402669
target, 1.75880287138573
addition, 3.03370905560203
target, 1.78598016238002
addition, 2.23580740766388
target, 1.75340902799473
addition, 2.93503561740655
target, 1.67532029204994
addition, 2.73222215439614
target, 2.1327750906196
addition, 3.50699232411441
target, 1.9192585313591
addition, 2.48981734427032
target, 1.67512055297682
addition, 2.11222933029706
target, 1.66872747552927
addition, 2.90668002676257
target, 1.75786295983155
addition, 2.6841316208354
target, 1.75766223655582
addition, 2.89849957263991
target, 1.83231411444123
addition, 2.26839244599671
target, 1.76011968696229
addition, 2.66318645550961
target, 1.94780618614906
addition, 2.98556026268971
target, 1.7408956816093
addition, 3.06796207858465
target, 1.84404453622523
addition, 2.97542723845512
target, 1.704030583254
addition, 2.11292299240477
target, 1.90032016732601
addition, 3.03045536625437
target, 1.70711841876954
addition, 2.7921662963503
target, 1.78786687310494
addition, 2.94956271372378
target, 2.00564645461513
addition, 2.4261871314203
target, 2.07927781219643
addition, 3.56551180504353
target, 1.73338206670677
addition, 2.27102724466691
target, 1.8417665833475
addition, 3.00553402013563
target, 1.81076946896658
addition, 2.91705350538323
target, 1.84265127257703
addition, 2.86245446748668
target, 1.84246608751873
addition, 2.23542473493129
target, 1.94881171236295
addition, 2.87365840640192
target, 1.68124295210802
addition, 2.65661513824708
target, 1.6801055335883
addition, 3.10652985838874
target, 1.74395783731848
addition, 3.02292667137924
target, 1.8470042910486
addition, 2.32989991223586
target, 1.92732360513105
addition, 3.19004190452578
target, 1.90333819413955
addition, 2.98046437971176
target, 1.930422040334
addition, 2.30442896213523
target, 1.70899141290038
addition, 2.08817160191733
target, 1.73797558751248
addition, 2.61505093281978
target, 2.08890629720002
addition, 2.92682269420042
target, 1.8748375760418
addition, 3.93935988677702
target, 1.73774746158843
addition, 2.95984145567273
target, 1.73248941797383
addition, 2.18558923249916
target, 1.90227326060295
addition, 3.01694819376725
target, 1.82027071929673
addition, 2.76925491871676
target, 1.78831208131334
addition, 2.7188051780066
target, 1.57719987020171
addition, 1.94134822220804
target, 1.68307023885613
addition, 3.24198124016067
target, 1.9421871029931
addition, 2.53143483088452
target, 1.57929868143166
addition, 2.97930198773422
target, 1.84845103432677
addition, 2.91678510794776
target, 1.79935729814822
addition, 2.23225042398461
target, 1.68789377975636
addition, 2.79332761735143
target, 1.5231166675625
addition, 2.43114202106805
target, 1.63397092547934
addition, 2.73378880211759
target, 2.21529964189845
addition, 2.57715366772276
target, 1.85262711954121
addition, 3.09731549698417
target, 1.65889480512753
addition, 2.18787933956485
target, 1.9563859182144
addition, 3.04947761571337
target, 1.85489593412824
addition, 3.37244699177312
target, 1.65957578901575
addition, 3.97819577392409
target, 1.92998020285033
addition, 3.02924785868863
target, 1.6619890682798
addition, 2.52873334037776
target, 1.7427016755897
addition, 3.38980672410768
target, 1.83825152665979
addition, 3.19410514943541
target, 1.82775726499894
addition, 2.91889103285174
target, 1.66257919439572
addition, 2.16001061401252
target, 1.53171081570587
addition, 2.49794424498657
target, 1.82936388618557
addition, 2.99674119672215
target, 1.91007288060633
addition, 2.48300306508661
target, 1.71879879326506
addition, 2.12642638356653
target, 2.16892139124559
addition, 4.06305695100077
target, 1.85558300071517
addition, 3.10423792156511
target, 1.71854194806469
addition, 2.96091368367933
target, 2.01662767841365
addition, 3.2778340242411
target, 1.77601826337089
addition, 2.25246530319475
target, 1.88287958047102
addition, 2.79999063658506
target, 1.85131782587298
addition, 3.01326051734534
target, 1.94194456670881
addition, 2.93262899176834
target, 1.80233317742756
addition, 2.34168490443405
target, 1.92314905646023
addition, 3.12585147248589
target, 1.64188450602684
addition, 2.78479974644514
target, 1.7473726922265
addition, 2.96790743165213
target, 1.67322967986552
addition, 2.85266675520785
target, 1.64350177857923
addition, 2.17598716255367
target, 1.83119750554723
addition, 3.05496490331629
target, 1.99879321229771
addition, 2.9368725572283
target, 2.42325863237544
addition, 4.8115947018504
target, 1.75153958307367
addition, 2.36345368611532
target, 1.69635624450519
addition, 2.72325159679822
target, 1.85654837107034
addition, 2.29844764380851
target, 1.83564024854792
addition, 2.78556602116628
target, 1.72218484079379
addition, 2.81781646425965
target, 1.82932429664014
addition, 2.27570188749721
target, 1.75606842585203
addition, 3.04885675938647
target, 1.72346508800966
addition, 4.73971318805912
target, 1.90104808398657
addition, 3.26118181350359
target, 1.78334363877725
addition, 2.32326045954332
target, 1.72516692137513
addition, 3.43156181931997
target, 2.06024791371309
addition, 2.48863812746193
target, 1.81013770571223
addition, 2.71648268040516
target, 1.64532284590081
addition, 2.70058752414977
target, 1.674456587351
addition, 2.10657443782479
target, 2.47744928792746
addition, 3.67800600640023
target, 1.81116216012654
addition, 2.79421715901076
target, 2.00150264522643
addition, 3.30667619260871
target, 1.91681364321605
addition, 3.16925971560388
target, 1.59309659654209
addition, 2.64326618453983
target, 1.86365583378467
addition, 2.26722230131609
target, 1.72549999212316
addition, 2.72210790563648
target, 1.7590245660696
addition, 2.94957915839686
target, 1.86492971097742
addition, 2.17265379785217
target, 1.82228126428362
addition, 3.28659265314991
target, 1.67930373416456
addition, 2.93733608442757
target, 1.70296119539837
addition, 2.94754250759857
target, 1.6541029737012
addition, 2.9095850417657
target, 1.70610809618502
addition, 3.04281475561216
target, 1.81194649851632
addition, 2.20140283923242
target, 1.81595180987763
addition, 2.8251609901831
target, 2.9231653649202
addition, 3.79929013754793
target, 1.81411808538344
addition, 3.45454133648996
target, 1.81565125101125
addition, 2.30268142808196
target, 2.00225754055973
addition, 3.09354270884659
target, 1.57088559090187
addition, 2.88046158322466
target, 1.51412898324698
addition, 2.78560621047755
target, 1.97417622002579
addition, 3.3212870819
target, 1.65498137105187
addition, 2.03038234876635
target, 1.78606175330699
addition, 2.63394414556517
target, 1.80018193918445
addition, 2.8267837679438
target, 1.76409606642264
addition, 3.3054848027764
target, 1.62408884785375
addition, 2.07377499634445
target, 1.71379005631635
addition, 2.75226772958468
target, 1.52024525843136
addition, 2.85096859508567
target, 1.78973787690997
addition, 4.1509920216671
target, 1.98261358800954
addition, 3.35641946918857
target, 1.70740731046472
addition, 2.06227758047763
target, 1.87374069235389
addition, 3.42814637417203
target, 1.81863230598138
addition, 2.98594828318886
target, 1.8988818216884
addition, 3.73069592573963
target, 1.73750688850819
addition, 3.17741930308473
target, 1.81926614965348
addition, 2.82319011177418
target, 1.95218943880491
addition, 2.38472708402177
target, 1.90343643781946
addition, 2.7923132142118
target, 1.98419317530934
addition, 3.96639568886182
target, 1.63958379397928
addition, 2.25405401996919
target, 1.82372200977183
addition, 3.35780410934788
target, 1.92921517229955
addition, 3.02254171114375
target, 1.79864387141266
addition, 3.36835737076687
target, 1.90721311739224
addition, 3.58435534213613
target, 1.7926956079316
addition, 2.87252942269424
target, 1.79677731655796
addition, 2.21540601390593
target, 1.82409757122013
addition, 2.80700609861695
target, 1.63119767788061
addition, 3.40856167834353
target, 1.87828017426412
addition, 3.5728271825884
target, 1.82068551566176
addition, 3.4305641246595
target, 1.63346289290774
addition, 2.68095391641898
target, 1.79707145347967
addition, 3.4695098688273
target, 1.70987233102522
addition, 3.33834661543098
target, 1.71756021005663
addition, 2.9410750845055
target, 1.74165937063021
addition, 2.14173220109133
target, 1.69931914075122
addition, 3.00820991188029
target, 1.80151489841921
addition, 2.99063141003317
target, 1.82517659229481
addition, 3.64575641248618
target, 1.85833177554576
addition, 3.73041508912948
target, 1.74651614118953
addition, 2.85754726274551
target, 1.77048704509804
addition, 3.69572667906243
target, 1.69277427034695
addition, 3.61363650654975
target, 1.74546940385337
addition, 3.1184648878767
target, 1.52715433547282
