task, time
addition, 1.44470033270167
target, 4.31436957299485
addition, 2.21272787163801
target, 3.21386032095819
addition, 1.64559273735196
target, 5.06380728426667
addition, 0.965753432232002
target, 2.85423364371589
addition, 1.43514285508909
target, 4.5266449888039
addition, 2.36032393866278
target, 5.08308873142369
addition, 0.895281704601409
target, 3.63329858192583
addition, 1.24186703848633
target, 3.99074628296844
addition, 2.85406357963892
target, 5.41303604917231
addition, 1.71735535268228
target, 4.87408272014773
addition, 1.90508257040719
target, 3.6329604823006
addition, 2.10086469998242
target, 4.7304343551967
addition, 1.02161421931268
target, 3.08313476187698
addition, 1.53558902740206
target, 4.47961036883651
addition, 2.53634372841215
target, 3.62625611364903
addition, 1.29303596021464
target, 3.55584893195052
addition, 1.64987274250483
target, 4.43349628717116
addition, 1.04851604042005
target, 3.38256093174873
addition, 1.43455373925116
target, 3.47414698396213
addition, 2.17050616742821
target, 3.82986391693974
addition, 1.43413601954505
target, 3.86589465943479
addition, 0.948126228310281
target, 3.52338208674087
addition, 1.37445345366365
target, 3.86502897771715
addition, 1.83371358635357
target, 3.85655388889505
addition, 1.52222609433146
target, 3.44543968803174
addition, 1.61019388874179
target, 4.2077911308364
addition, 0.965089179948242
target, 3.61989558834722
addition, 1.38063842584797
target, 3.31394706188292
addition, 2.26624161985653
target, 4.27306431788829
addition, 1.47560482849665
target, 4.14309408517492
addition, 0.911361391921642
target, 2.88722897901538
addition, 1.82967707087836
target, 4.78362809640082
addition, 1.63501329978754
target, 3.7455163142043
addition, 2.68850600094255
target, 3.81406459244096
addition, 0.916775521695202
target, 4.10502779809556
addition, 0.927537565205905
target, 3.29417099446853
addition, 1.3615225511799
target, 3.22117480947822
addition, 2.27890548989115
target, 3.51305724472382
addition, 1.5330574090574
target, 3.76671072712637
addition, 0.961887949554006
target, 4.13782437109565
addition, 1.5821271873776
target, 4.3307037068859
addition, 1.7842029323049
target, 4.86128998047644
addition, 2.05552678341191
target, 3.8918482800417
addition, 1.33298717764433
target, 3.47205954018531
addition, 0.900129396965325
target, 4.52052600624406
addition, 1.54086574789688
target, 4.4141726730758
addition, 2.2855292368228
target, 3.45263961001904
addition, 1.68969676006713
target, 4.63623429098873
addition, 1.36079233236756
target, 3.4322880886341
addition, 1.51201557215814
target, 3.45838686028232
addition, 1.03642738251426
target, 3.72896904293873
addition, 2.21423543611445
target, 4.11720132836749
addition, 1.37842349434746
target, 3.64199975050033
addition, 1.43491152172118
target, 3.69228845908125
addition, 1.08957836230523
target, 3.05568030759135
addition, 2.3148612787248
target, 4.01165323483745
addition, 1.56211333038747
target, 3.75911464601506
addition, 1.40033024534575
target, 4.01260826551084
