task, time
target, 1.6653260858666
addition, 2.53432342727349
target, 3.24581752502607
addition, 4.32298557185789
target, 1.87935855196286
addition, 2.66896962811516
target, 2.19973752103857
addition, 3.12664811907498
target, 1.59534437420234
addition, 2.46860550784793
addition, 2.1576050219698
target, 2.2576050219698
target, 1.77998113767153
addition, 2.26442075166804
target, 1.49963078851905
addition, 2.63048385835311
target, 2.30060958971481
addition, 3.1647848319818
target, 1.7676615923285
addition, 2.62754275926682
target, 1.34766865830465
addition, 2.39736925431914
addition, 2.1367452561903
target, 2.23674525619031
target, 1.77846717277087
addition, 2.61433367180319
target, 1.86282175243936
addition, 2.0667135058979
target, 2.126905157092
addition, 2.86155751176838
target, 1.97580439092084
addition, 2.65594806771298
target, 1.70223772816688
addition, 2.26238992496439
target, 3.34350951770453
addition, 5.04282484125446
addition, 2.95753208898086
target, 3.05753208898086
addition, 2.70038117886172
target, 2.80038117886172
addition, 2.17409167443074
target, 2.27409167443074
target, 1.43883506549778
addition, 2.24553773917618
target, 1.84108872694866
addition, 2.44127811022076
target, 2.21131619743473
addition, 7.04441580777384
target, 1.80982757757182
addition, 2.46496853395641
target, 1.7659468555447
addition, 2.57343397452256
target, 2.05973383015269
addition, 2.84064083272457
target, 2.02310177109093
addition, 2.79459062105238
target, 1.63817569508107
addition, 2.31966039605014
addition, 2.69585179538837
target, 2.79585179538837
target, 1.71171257663958
addition, 2.4056366659493
target, 1.64212842052659
addition, 2.6406033062056
target, 1.95287033437331
addition, 2.68879978533672
target, 2.30873585868796
addition, 3.47291604304638
target, 1.8819384134663
addition, 2.86355734366071
target, 1.87060950208637
addition, 2.58431926564044
target, 1.7791033963123
addition, 2.22185706241314
target, 1.74268027243632
addition, 2.56010736058612
target, 2.21970980072026
addition, 2.92675866283783
target, 1.67599097477286
addition, 2.33156609315001
target, 1.7152724042876
addition, 2.18231447853355
target, 2.70772099464254
addition, 3.50699776617648
target, 2.3667238815778
addition, 3.18861052512102
addition, 1.85855599355797
target, 1.94029672657742
target, 2.61349919239393
addition, 3.7206014757575
target, 1.88419471346732
addition, 2.66014753487583
target, 1.77720463172869
addition, 2.5764184450532
target, 1.91496238056733
addition, 1.9706223169962
target, 2
addition, 7.2473346095768
target, 1.60283293735525
addition, 4.63251095658655
addition, 1.72166700649547
target, 1.82166700649547
target, 2.20821832721862
addition, 2.73939384668948
target, 1.84015657216016
addition, 2.66162273195483
target, 1.87255098705296
addition, 3.05500646287157
target, 1.83596351335247
addition, 2.87099141616052
target, 1.72585853756003
addition, 2.49244003166586
target, 1.47463991315441
addition, 3.28914153827364
target, 1.71397130207405
addition, 2.3556747172645
target, 2.36650786733579
addition, 3.10163598105957
target, 2.22716815075722
addition, 2.94246614385727
target, 1.90018226488774
addition, 2.79296493559581
target, 1.80162536280491
addition, 2.66835175747317
addition, 1.8008990405457
target, 2.4399741881828
target, 2.63138954342013
addition, 2.93798690229324
target, 1.96960771007186
addition, 2.45885077384239
target, 1.53642609045894
addition, 2.86988849339371
target, 1.94298734150132
addition, 2.76348590780777
target, 1.96543927368094
addition, 2.0769504698525
addition, 2.37829577060141
target, 2.47829577060141
target, 1.89636880051115
addition, 2.01156542768641
target, 1.74568524178943
addition, 2.52067560085275
target, 2.0378849345867
addition, 2.93802140642896
addition, 2.29292279616657
target, 2.39292279616657
target, 2.3156304531767
addition, 3.09904177846391
target, 1.69586500133937
addition, 2.40503688343665
target, 1.41473771164855
addition, 2.57544122892104
target, 2.04468789508577
addition, 2.87675728686691
target, 1.60791741934825
addition, 2.58122802750374
target, 2.02531194157859
addition, 2.8503669660688
target, 1.65408801427181
addition, 2.97000108223125
target, 1.66046094442682
addition, 2.56880830375525
target, 1.76362102599236
addition, 6.84886033561253
target, 1.69066473860372
addition, 2.52937980662313
target, 2.38225423864181
addition, 3.15324814470802
target, 2.19938352896997
addition, 2.94436652176435
target, 1.85184595812471
addition, 2.51913241383056
addition, 2.25366672726552
target, 2.35366672726552
target, 1.52773242756595
addition, 3.0519916352825
target, 2.21199174818169
addition, 2.82257135888166
target, 1.58688106901921
addition, 2.41622280333286
target, 2.45588293774898
addition, 3.24274514291286
target, 2.59858646559487
addition, 3.21158493754716
target, 1.53788690063171
addition, 2.5969820855466
target, 1.49600334602651
addition, 2.37470048064287
addition, 2.5667728688046
target, 2.6667728688046
target, 2.36666308327523
addition, 3.51704029143097
target, 1.72898147652327
addition, 2.17917055353126
target, 2.32107056026007
addition, 3.36682059078734
target, 1.73566908138464
addition, 2.84472192594397
target, 1.7817993611976
addition, 2.35869058993146
target, 2.35290948736088
addition, 3.2348653549637
target, 1.66138360931195
addition, 3.07531791503121
addition, 2.39677314735494
target, 2.49677314735494
target, 1.53466351491993
addition, 3.73326203758081
target, 1.9650539561623
addition, 2.78741874315335
target, 1.92055171994659
addition, 2.68864150110817
target, 1.86055248144179
addition, 2.92754334993723
target, 1.99611958494053
addition, 2.07396993492989
target, 1.84821211630732
addition, 2.65681521940224
target, 1.92821111528412
addition, 2.85758812876302
target, 1.56425324729774
addition, 2.44290654002959
target, 1.72315956654034
addition, 2.66573890182208
target, 1.82402335882993
addition, 2.66064686410178
target, 1.99071707629323
addition, 2.79869495817897
target, 2.09543940344972
addition, 3.49527638548073
target, 2.57303423076307
addition, 3.54885824939336
target, 1.71244848405906
addition, 3.08180903266812
target, 1.60068485195181
addition, 2.5301321014241
target, 1.64029912845183
addition, 2.20131487318607
target, 1.86244161186824
addition, 2.66328013962977
