task, time
addition, 1.38370716379763
target, 2.67203097530579
addition, 1.58832417488793
target, 3.4088147204103
addition, 1.8783157045733
target, 2.11400151888268
addition, 0.824133925841064
target, 2.09498231344624
addition, 1.65610356411506
target, 2.92809625626504
addition, 1.69555585099592
target, 2.75475810529184
addition, 1.04606756173138
target, 2.84253488009741
addition, 1.82039543630765
target, 2.78829360619279
addition, 1.46638574602715
target, 2.06752547128955
addition, 1.75906874720292
target, 2.96416759734149
addition, 1.32029696553567
target, 2.7754623459476
addition, 1.79312038296169
target, 1.89685519366095
addition, 0.880559277825324
target, 2.29949677620219
addition, 1.70419052034886
target, 2.96224538348894
addition, 2.24193431168524
target, 3.01922968105618
addition, 2.00484650163827
target, 2.72000293274008
addition, 1.48231404207777
target, 2.64216828948143
addition, 1.01264081735564
target, 2.77222208294524
addition, 1.33898045233231
target, 1.9545320964289
addition, 1.69052388611133
target, 3.3843602335765
addition, 1.33666813836627
target, 2.67163652845669
addition, 1.07381217717842
target, 2.62205369770216
addition, 2.23585817409779
target, 3.19842611104857
addition, 2.67555547768397
target, 3.42958750914605
addition, 1.6011467698053
target, 1.82556033739592
addition, 1.45045661335859
target, 3.15520992555401
addition, 1.08630862194377
target, 2.87067183655375
addition, 1.7515682215115
target, 2.78603308744592
addition, 2.27543065205898
target, 3.17795966335236
addition, 1.79565699621528
target, 2.25643113343426
addition, 1.18793875320327
target, 1.94488367860039
addition, 1.54598515239611
target, 2.90426959912096
addition, 1.65728535428446
target, 2.32593941225159
addition, 1.38057538209388
target, 3.18787940398683
addition, 0.941087046728649
target, 3.10300091660844
addition, 0.990831388786434
target, 2.56862230776895
target, 2.2360759908324
addition, 2.46962241167666
addition, 1.42960211082636
target, 2.4099954236137
addition, 2.06285146660437
target, 2.14081928267156
addition, 1.06898707271432
target, 2.85724295658426
addition, 1.6588125489345
target, 2.60725435250134
addition, 2.57094220717719
target, 3.14516181141986
addition, 1.52556600825032
target, 2.71594139309609
addition, 2.67072495672049
target, 2.80484263418557
addition, 1.5733161763665
target, 2.94075348597963
addition, 1.54085152342049
target, 2.13676183538426
addition, 2.134154448125
target, 3.01496009288704
addition, 1.69060198997438
target, 2.78091541750822
addition, 1.16895121845987
target, 2.0577430325687
addition, 1.47036598363724
target, 2.46727004130769
addition, 1.11974610874596
target, 2.73316809772883
addition, 2.26645289999529
target, 3.17235286682843
addition, 1.63316829862854
target, 3.14996442856546
addition, 3.45753420674504
target, 4.28461999636371
addition, 1.24962902284597
target, 3.05006508016789
addition, 2.01047270432382
target, 2.17076871300166
addition, 1.57085004382829
target, 2.49906259928251
addition, 1.39919110537085
target, 2.68597723301366
addition, 1.8846454894577
target, 2.7558081638272
addition, 1.11513435985188
target, 2.30391522143722
addition, 1.6526085130064
target, 2.75512963916696
addition, 1.51405957784365
target, 2.58825038909835
addition, 1.08497317499358
target, 3.05582043804324
addition, 1.29406570526508
target, 3.17966550113606
addition, 1.57621982139737
target, 2.77079654708193
addition, 1.17591277105089
target, 2.12210788249187
addition, 1.66776148539062
target, 3.27338268988245
addition, 1.37571784788878
target, 2.36907301574062
addition, 1.28488237501178
target, 2.89074039230007
addition, 1.63904612336608
target, 2.95985788166635
addition, 1.42254168535695
target, 2.75231780643352
addition, 1.71799279969891
target, 2.65931131769076
addition, 0.92288922027859
target, 2.0883660437155
addition, 2.06914634929766
target, 2.36914634929766
addition, 1.41120194944065
target, 2.96464362929786
addition, 1.51932783321259
target, 2.49401661903581
addition, 1.89582768859447
target, 2.96913624135408
addition, 1.13705641413822
target, 2.05655965925229
addition, 2.45161476744823
target, 4.38704224189093
addition, 1.63473226786076
target, 2.55886293307984
addition, 1.85773363799049
target, 2.48749451605705
addition, 0.973384632425539
target, 2.90331029493423
addition, 1.52126304945199
target, 2.64239499331516
addition, 1.2469265114355
target, 1.96981354370276
addition, 1.51481784308975
target, 2.62280808288637
addition, 1.34136105599591
target, 3.41657402585435
addition, 1.01843699248008
target, 3.08123751779521
addition, 2.04205495973929
target, 2.18034232227844
addition, 1.65707912932814
target, 1.95707912932814
target, 2.6073918303788
addition, 2.87244858803428
addition, 1.29567688995959
target, 2.03102925401808
addition, 1.53477495614209
target, 3.14896625788894
addition, 0.924712092897371
target, 2.83604546752556
addition, 1.79887566482104
target, 2.3836838862361
addition, 1.4533885278331
target, 3.09337096979401
addition, 1.15471511580348
target, 2.12824124190354
addition, 1.14412746582775
target, 2.32220277533054
target, 2.64202797023068
addition, 5.65937623073534
addition, 1.81260190794249
target, 2.99912277235548
target, 2.08537845640353
addition, 2.35914208419878
addition, 1.75215963357299
target, 3.13690205768481
addition, 1.18587279475721
target, 2.19201541246272
addition, 1.66415081315403
target, 3.01447771616434
addition, 1.40294026024087
target, 3.66270827399855
addition, 1.76132506947971
target, 2.24070936325352
addition, 0.958829506651925
target, 3.07364130892862
addition, 2.56461503765165
target, 3.45757231833676
addition, 1.75976665542202
target, 2.8208680506273
addition, 2.08566181689743
target, 2.74158091570467
addition, 1.58425892857835
target, 2.92222325209495
addition, 1.09094955164471
target, 3.45752309754148
addition, 1.32195536205104
target, 3.0025810767636
addition, 1.4985297056046
target, 2.36988109985375
addition, 2.22520411560186
target, 2.52520411560186
addition, 0.986423079645975
target, 2.94983241017878
addition, 2.29020211456883
target, 2.59457408408936
addition, 0.917077672213579
target, 3.07542918299607
addition, 1.65108888766937
target, 1.92737644587644
target, 2.01030310998929
addition, 2.5145074073403
addition, 1.05222781147059
target, 1.83877021850053
addition, 1.369150789647
target, 2.44873846498059
addition, 2.46630264033616
target, 3.51904671862774
addition, 2.67524293107186
target, 3.7577313838755
addition, 1.04648352598019
target, 1.82584308680131
addition, 1.62394539095661
target, 3.16469879100007
addition, 1.23584639582787
target, 2.18578080304016
addition, 1.81229222833686
target, 2.74871757323787
target, 2.07016955033244
addition, 2.55025505736089
addition, 1.30658297837968
target, 2.4856813200348
addition, 1.40508462768997
target, 2.79207542682708
addition, 1.61625653863424
target, 2.85497028373126
addition, 1.46912119812691
target, 2.53100732692044
addition, 2.5187778457352
target, 3.52874151085588
addition, 2.1131896658859
target, 2.67353967017071
addition, 0.979575030673299
target, 2.62050728806739
addition, 1.41217298954666
target, 2.51940600864558
