task, time
target, 1.936811742273
addition, 2.88835987812746
addition, 2.25803795070669
target, 2.55803795070669
target, 1.73593687629711
addition, 3.05691180297674
target, 1.68492417290391
addition, 2.10450774069987
target, 2.01133436598773
addition, 2.73748089871597
target, 2.01281368425317
addition, 2.86900543054514
target, 1.59957352055316
addition, 2.20495002803146
target, 1.71902747800634
addition, 2.51251896424397
target, 1.88037105609928
addition, 2.74218861052472
target, 1.88937854430836
addition, 3.1340527147003
target, 1.92747938463151
addition, 2.90917423931556
target, 1.82756271234877
addition, 2.03416090789682
target, 1.87515338826599
addition, 2.03897862437416
target, 2.10878910084935
addition, 3.12182380133244
target, 1.82551914946777
addition, 2.92677715118696
target, 2.092606077481
addition, 2.64994316818087
target, 1.77298033933809
addition, 2.44773818036005
target, 1.9810059724721
addition, 3.10772932417012
target, 1.6705298638299
addition, 2.31758574499927
target, 1.80824548983396
addition, 2.82199702341248
target, 1.73815963364506
addition, 1.75792411366042
target, 1.64966480587732
addition, 2.37327846926202
target, 2.49434539539072
addition, 3.31144739464373
target, 1.69236132804732
addition, 3.3500069217714
target, 1.61652471050986
addition, 2.6613048713973
target, 1.64413425190633
addition, 2.57950209417866
target, 1.81423601563287
addition, 2.95184434416505
target, 2.10543580013494
addition, 2.4987623331903
target, 1.78741383616606
addition, 1.94369024332616
target, 1.75943842463786
addition, 2.73162743166096
target, 1.59779616642042
addition, 2.39091452899953
target, 1.72795851028515
addition, 2.68105248788829
target, 1.88601435571356
addition, 2.88695716004084
target, 2.03280498228481
addition, 3.18161098433585
target, 1.93361552429168
addition, 2.91414074261753
target, 1.66899835449992
addition, 2.26805009337611
target, 1.86793556429552
addition, 2.83885801367738
target, 1.70097387253669
addition, 1.96689545280791
target, 1.83959809463721
addition, 3.18811893734907
target, 1.70863969871008
addition, 4.89828982500071
target, 2.03185073786316
addition, 2.52806602384498
target, 1.93447355819532
addition, 3.45534187452586
target, 1.58857422631202
addition, 2.60652198205959
target, 1.9353575167332
addition, 2.89834743485187
target, 1.68355726432894
addition, 2.7366120372167
target, 2.09648189941131
addition, 2.46837512128655
target, 1.62872480089579
addition, 2.29409812936168
target, 1.70477586529401
addition, 2.03162042574288
target, 1.83406219735502
addition, 2.47389852710665
target, 1.73833190312253
addition, 2.86564538737615
target, 1.76154185681809
addition, 4.54743046228979
target, 2.11269780840242
addition, 2.76084713222858
target, 1.86198599997023
addition, 2.50719397257086
target, 1.7625374910075
addition, 3.18714064638686
target, 1.85414861270307
addition, 2.28928264598457
target, 1.90921393305107
addition, 2.50459185711489
target, 2.01295751160727
addition, 3.21274184060532
target, 1.75930967659338
addition, 3.25742351032551
target, 2.26819866018151
addition, 2.95011700767016
target, 1.83212932555004
addition, 2.31577361124991
addition, 2.40402209076166
target, 2.70402209076166
target, 1.73791485217926
addition, 2.54475941461664
target, 2.24464377520095
addition, 3.13739747136174
target, 1.62946795497221
addition, 3.01690829294907
target, 1.90223482439386
addition, 3.9554360812675
target, 1.75655399249814
addition, 3.07730706869416
target, 1.8136966186358
addition, 2.49971496772172
target, 1.66925428706704
addition, 2.28110958028345
target, 1.91070062982463
