type, prep, exec, finish
move-cursor, 0.2, 0.215887603595694, 0.265887603595694
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.292305534265966, 0.342305534265966
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.459747452803719, 0.509747452803719
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.258094484269804, 0.308094484269804
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.0945092358809759, 0.144509235880976
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.221513981684438, 0.271513981684438
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.308517636441078, 0.358517636441078
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.276903977037644, 0.326903977037644
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.153647647513384, 0.203647647513384
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.201065911728321, 0.251065911728321
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.246410149967094, 0.296410149967094
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.379112644197784, 0.429112644197784
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.227901822903775, 0.277901822903775
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.173135714211446, 0.223135714211446
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.250832864832969, 0.300832864832969
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.192507598497646, 0.242507598497646
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.28784041565776, 0.33784041565776
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.17977458197209, 0.22977458197209
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.329381909577025, 0.379381909577025
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.104048641853441, 0.154048641853441
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.0710682897087208, 0.121068289708721
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.269519826397006, 0.319519826397006
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.272071257066218, 0.322071257066218
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.15109405565633, 0.20109405565633
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.335422177513511, 0.385422177513511
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.181708597149294, 0.231708597149294
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.163455870494653, 0.213455870494653
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.26436932921742, 0.31436932921742
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.262529413057635, 0.312529413057635
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.284452740729501, 0.334452740729501
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.110651403202382, 0.160651403202382
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.175654624421616, 0.225654624421616
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.18026942136939, 0.23026942136939
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.262494613577676, 0.312494613577676
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.392284346525721, 0.442284346525721
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.301521759003283, 0.351521759003283
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.211548926786653, 0.261548926786653
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.246660654507486, 0.296660654507486
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.304718181324078, 0.354718181324078
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.194010881095199, 0.244010881095199
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.127141054847118, 0.177141054847118
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.2693559107522, 0.3193559107522
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.096584220576562, 0.146584220576562
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.103433531829397, 0.153433531829397
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.214371654602275, 0.264371654602275
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.132363820223879, 0.182363820223879
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.153805280308965, 0.203805280308965
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.217086509956828, 0.267086509956828
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.219606173602567, 0.269606173602567
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.207452194913599, 0.257452194913599
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.151866639578215, 0.201866639578215
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.110596275751667, 0.160596275751667
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.158197804969454, 0.208197804969454
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.365382093186558, 0.415382093186558
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.190183556611604, 0.240183556611604
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.19311316527596, 0.24311316527596
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.14802987434757, 0.19802987434757
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.24386205018786, 0.29386205018786
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.0805588449262246, 0.130558844926225
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.212747267374944, 0.262747267374944
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.204266299147468, 0.254266299147468
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.262227061553121, 0.312227061553121
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.260860229689735, 0.310860229689735
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.155805735079538, 0.205805735079538
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.174220622014493, 0.224220622014493
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.321882527457279, 0.371882527457279
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.342041000823875, 0.392041000823875
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.300453445648899, 0.350453445648899
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.115775375118281, 0.165775375118281
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.213803287821272, 0.263803287821272
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.308924036831181, 0.358924036831181
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.229241966706144, 0.279241966706144
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.313620115709612, 0.363620115709612
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.322766790555564, 0.372766790555564
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.192624111073224, 0.242624111073224
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.229283131493665, 0.279283131493665
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.0814080178020967, 0.131408017802097
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.210014628498563, 0.260014628498563
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.3500749848231, 0.4000749848231
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.147032060610615, 0.197032060610615
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.316145770375968, 0.366145770375968
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.274924470236256, 0.324924470236256
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.320663312793021, 0.370663312793021
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.225846977395968, 0.275846977395968
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.192182044544588, 0.242182044544588
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.103396127367705, 0.153396127367705
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.114032977796255, 0.164032977796255
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.320019576675982, 0.370019576675982
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.210119710480057, 0.260119710480057
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.17023031484539, 0.22023031484539
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.297733628114823, 0.347733628114823
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.373900166440107, 0.423900166440107
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.227260817358662, 0.277260817358662
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.204002525029697, 0.254002525029697
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.26249876523942, 0.31249876523942
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.2381137790604, 0.2881137790604
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.234341006439256, 0.284341006439256
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.348641594529612, 0.398641594529612
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.242981775017981, 0.292981775017981
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.24931782374079, 0.29931782374079
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.319175024324858, 0.369175024324858
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.360200783872303, 0.410200783872303
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.165364793527129, 0.215364793527129
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.136912082490112, 0.186912082490112
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.246734939501755, 0.296734939501755
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.258593644187595, 0.308593644187595
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.18550893836041, 0.23550893836041
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.409857533069011, 0.459857533069011
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.106859696645384, 0.156859696645384
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.3147037201249, 0.3647037201249
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.212964504687678, 0.262964504687678
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.306237146390825, 0.356237146390825
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.37779281336481, 0.42779281336481
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.248751552744275, 0.298751552744275
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.218331173059787, 0.268331173059787
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.24789877735246, 0.29789877735246
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.271369755543062, 0.321369755543062
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.208256597160215, 0.258256597160215
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.251861770131105, 0.301861770131105
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.23485195114749, 0.28485195114749
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.179985610259459, 0.229985610259459
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.195035242415416, 0.245035242415416
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.143958324806008, 0.193958324806008
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.17326358869848, 0.22326358869848
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.211091130846904, 0.261091130846904
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.353502203409814, 0.403502203409814
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.194771828887546, 0.244771828887546
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.358506231401145, 0.408506231401145
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.11584370470608, 0.16584370470608
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.161707926811895, 0.211707926811895
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.250898092356339, 0.300898092356339
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.117244231747041, 0.167244231747041
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.127719462221394, 0.177719462221394
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.231709313988801, 0.281709313988801
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.271059704237867, 0.321059704237867
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.355240534066073, 0.405240534066073
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.274701702313922, 0.324701702313922
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.154191295443212, 0.204191295443212
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.185755531196728, 0.235755531196728
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.214088935084657, 0.264088935084657
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.310425529729853, 0.360425529729853
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.316418436370268, 0.366418436370268
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.114492165061848, 0.164492165061848
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.210357283259543, 0.260357283259543
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.203854698823776, 0.253854698823776
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.27894878396041, 0.32894878396041
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.322173350393291, 0.372173350393291
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.281786402939122, 0.331786402939122
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.126366848019076, 0.176366848019076
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.261546580393782, 0.311546580393782
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.261118040297813, 0.311118040297813
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.184079629779639, 0.234079629779639
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.224155453593129, 0.274155453593129
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.244037871781483, 0.294037871781483
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.407830220737199, 0.457830220737199
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.212990394634369, 0.262990394634369
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.346881947097662, 0.396881947097662
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.152907880287894, 0.202907880287894
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.363080585571026, 0.413080585571026
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.239093762813299, 0.289093762813299
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.131334277286562, 0.181334277286562
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.189244608870438, 0.239244608870438
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.155763317086062, 0.205763317086062
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.230907458532298, 0.280907458532298
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.397960291023675, 0.447960291023675
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.206142941094191, 0.256142941094191
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.187802278155698, 0.237802278155698
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.157885605337377, 0.207885605337377
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.129652387627301, 0.179652387627301
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.349984960768766, 0.399984960768766
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.300216137114938, 0.350216137114938
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.198912657438156, 0.248912657438156
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.210844255529782, 0.260844255529782
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.325255480967827, 0.375255480967827
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.382746620084307, 0.432746620084307
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.13737537363711, 0.18737537363711
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.198844259201069, 0.248844259201069
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.138987115047807, 0.188987115047807
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.258244022499544, 0.308244022499544
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.250565616206537, 0.300565616206537
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.234899993246744, 0.284899993246744
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.218638853308245, 0.268638853308245
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.389693679940763, 0.439693679940763
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.269122751818257, 0.319122751818257
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.158515376095612, 0.208515376095612
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.198539636019484, 0.248539636019484
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.186780594293642, 0.236780594293642
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.323974316263883, 0.373974316263883
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.286368483392968, 0.336368483392968
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.35360451150246, 0.40360451150246
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.224883391458663, 0.274883391458663
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.125150017639259, 0.175150017639259
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.23059483796683, 0.28059483796683
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.111391038637533, 0.161391038637533
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.324372400493351, 0.374372400493351
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.373865887192168, 0.423865887192168
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.253286758546901, 0.303286758546901
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.188420846650524, 0.238420846650524
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.101440541208308, 0.151440541208308
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.180297584772334, 0.230297584772334
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.279674413257045, 0.329674413257045
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.192729715462941, 0.242729715462941
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.268734937751084, 0.318734937751084
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.0722670529081329, 0.122267052908133
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.137272785088149, 0.187272785088149
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.277218884271353, 0.327218884271353
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.2816320111787, 0.3316320111787
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.320556764178881, 0.370556764178881
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.172406668020417, 0.222406668020417
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.134053810794712, 0.184053810794712
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.190614844328104, 0.240614844328104
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.32403366731153, 0.37403366731153
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.296489543876266, 0.346489543876266
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.46132760522436, 0.51132760522436
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.406842589984903, 0.456842589984903
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.17798830688981, 0.22798830688981
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.261158498087039, 0.311158498087039
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.142334499866341, 0.192334499866341
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.184939836282073, 0.234939836282073
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.249894287882922, 0.299894287882922
click-mouse, 0.15, 0.01, 0.1
move-cursor, 0.2, 0.300951357400362, 0.350951357400362
click-mouse, 0.15, 0.01, 0.1
